input_text,target_text
"Mhadrtich lina akhay 3la amin rivar o zaiyd","ما هدرتش لينا أخاي على أمين ريفار و زاييد"
"Had lmossi9aa hiya li gydat jdddui","هاد الموسيقى هي اللي كيدات جدودي"
"Wach kidirou 15 vidéos f nhar Oula kifach ? Ra fo9mach kan7el facebook katla3li vidéo jdida","واش كيديرو خمسة عشر فيديو في نهار ولا كيفاش؟ را فوقاش كانحل فيسبوك كاتطلعلي فيديو جديد"
"Hdro 3la drari li dkhlo odaro ilfr9 ojabo rbh","هضرو على دراري اللي دخلو دارو الفروق وجابو ربح"
"Ma perché non parli pure quando nei gli ultimi anni di allegri","ما پاشرلي نتا ملي كنهضر في السنوات الأخيرة ديال أليغري"
"aflad dlkhra hado chno had lmostawa","أولاد لخرا هادو شنو هاد المستوى"
"Hhh fin hna lbad 3dna","ههه فين هنا لبلاد عندنا"
"Wah kia bt h mry allah ny jannat ma kia kia raka hoga allah ham sb ko naseeeb kry","واه كيا بت ه مري الله يعطينا جنة ما كيا كيا راك هوجا الله الهم سبكو نصيب كيري"
"M3a balamo hasanat rahom yatlamo","معا بالامو حسنات راهوم يتلامو"
"fin had lblasa","فين هاد البلاصة"
"Ktret l3ya9a li bdit kanchof","كثرت العياطة اللي بديت كنشوف"
"O9sim blah ila gha tkhrbi9 o lfitna o safi khouya syid mkyfhmch chlha mghdich itfrd 3lih ifhmha bzez o kaynin nass cheloh f casa o fmghrib kamlo aamrhum chi wahd 3amlhum b 3onsorya o haja khora dri mghribi machi khaso ikon kaydwi gha b chlha o français… En voir plus","أقسم بلاه إلا غير تكربّع والفِتنة و صافي خويا السيد ما كفهمش شلحة، ماغاديش تفرض عليه فهمها بسرعة، وكاينين ناس شلوه في كاسا وفي المغرب كاملو، أمرهم شي واحد عملهم بظلم و حاجة خورا، دري مغربي ما خاصوش يكون كيدوي غير بشلحة وفرنسا… En voir plus"
"Hhhhhh t9der be3da heta thder me3a shab txiat","ههههه تقدر بعدا حتى تهدر مع شاب تكسيات"
"khoya rani 3yit ma ngolik dwi lina 3la extraction","خويا راني عيت ما نقولك دوي لينا على الاستخراج"
"Yak almerdi","ياك المردي"
"Nfs 3a9liya 3ndi wa3ndk akhoYa","نفس العقلية عندي وعندك أخويا"
"L9itiha wajda ahnini","لقيتها واجدة أهنيني"
"A5i dwi m3aya f 5as","أشي دوي معايا ف خمسة"
"Fin kan a5oya b4ayt anji anakol 3andkom","فين كان أخويا بأربعة أنجي ناكل عندكوم"
"Wawark a3li machina fiha yawldik","واورك أعلي ماشي فيها ولاديك"
"Mabin l3yen uabejder yak akhi","ما بين العيون و أبهدر ياك أخي"
"Tbarklah 3lik akhti","تبارك الله عليك أختي"
"Wakha malabs baina","واخا مالابس باينة"
"Ntoma rah salina m3akom hhhhh mnimta","نتمى راه سالينا معاكم ههههه منيمتا"
"2vs50 m9owdiiin 3likom","اثنان وخمسون مقوديين عليكم"
"Namra 3afak","نامرا عفاك"
"Wana it3omn lou9tad akouray atikhsan yarbi salama awdi","وانا اتعمن الوقتد أكوراي اتخسان ياربي سلامة أوودي"
"hada kay4sl 3lina ljanaba dyalo wald l3abd otab3ino flhma9 dyalo","هادا كايصل علينا لجانبا ديالو ولد لعبد وتابعينو فلهمة ديالو"
"Nari maymknch mdhkch lah ychafik db kyhsblih mskin kydir chi hja li m3mr chi hd 9dr ydirha dkchi elax ky3tbr raso btal hhh","ناري مايمكنش مدكش الله يشافيك دبا كيهسبلي مسكين كيدير شي حاجة لي معمر شي حد هاد القدر يديرها دكشي إلا كيعتبر راسه بطل ههه"
"3omro fchal bax ydahkni had batal dyal dnya o aham haja 3ando Hiya nadafa hhh","عمرو فچال باخ يدهكني هاد بطل ديال دنيا و أهم حاجة عندو هيا نضافة ههه"
"Fin had l blassa","فين هاد البلاصة"
"Antoma Aslan ktkhdmo ghir am3a driat f indrive tolito kt3mlo b7lhom dirin na9aba ghir bintkom z3ma antoma rah b39lkom mi frchkom had khona","انتوما اصلا كتشدو غير امعا دريات ف إندرايف توليتو كتعملو ب7لهم درين نقابة غير بنتوكم زعما انتوما راه بعقلكم مي فرشكوم هاد خونا"
"Rah man3om 3adad b7al had no3 msakan akhoya lah yastatna w yastar bniyatna ya rabi w matab9ach ti9 a khoya bazaf rah lwa9t khyabat lah ysahal 3lik","راه منعوم عدد ب7ال هاد نوع مسكان اخويا الله يستتنا و يستار بنياتنا يا ربي و ماتبقاش تيق أ خويا بزاف راه لوقت خيبات الله يسهل عليك"
"ali dri dik","علي دري ديك"
"Amal koulchi 3la druj lagzare","أمال كلشي على دروج الغزالة"
"Lah ifrajha 3lih akhoya simo","الله افرجها عليه اخويا سيمو"
"Lah itle9 sraho khouya simo","الله اتليع سراحو خويا سيمو"
"Salm lina 3la MeHdi","سلم لينا على مهدي"
"Salm 3chir 39lti 3liya traksyon silon","سلم عاشر أقلتي عليا تراكسيون سيلون"
"Nta mazal mtbanalik kot","نتا مازال متبانليك كوت"
"Naaaah...... Kan kena tangkap","نااااه...... كان كينة تڭتاب"
"Kan khasik dirha meiaya jalok olah tji maeah","كان خاصك درها معايا جالوڭ أولاه تجي معايا"
"Gal 9bl 100 alf ans /yamat/ kant …)","ڭال قبل مية ألف سنة /يامات/ كانت …)"
"Ta fin 3mro kan chi jmhor dchyra lmkhiyer fihom kan m3ana","تا فين عمرو كان شي جمهور دشيرا لمخير فيهم كان معنا"
"ha 7nnnnna nchoFo","ها حننا نشوفو"
"Rah baha achrifa wkha dru Li drti","راه باها أشريفا وخا دارو لي درتي"
"Khouya sawb nmra mzyn hit ra m9loba ymkn","خويا صووب نمرا مزين حيت راه مقلوبة يمكن"
"Achraf tbarklah 3lik ya batal meknes","أشرف تبارك الله عليك يا بطل مكناس"
"Kola tl3a kihdro blogha","كولا طالع كيفدرو بلغة"
"Yarbi tmoto f tomobil (9hrni l7sad)","ياربي تموت في طوموبيل (تسهرني الحساد)"
"Kohya whd lvidioat dilk htal zok lilal kolchi neass hhh ntf9as an db","كوهيا واحد الفيديوهات ديالك حتال زوك للال كلشي الناس ههه نتفاس من دبا"
"Wkisf9o nari hhhhh","وكيسفو ناري ههههه"
"Jamal BA kayn chi wahd kidir oplet nadi hna","جمال BA كاين شي واحد كيدير أوپليت ناضي هنا"
"Izd lkhmis n aut 3mira ayna ahtguawrm","ازد الخميس ن اوت ثلاثة ميرة أينا أهتغواورم"
"Zwin lah i3tik sha.","زوين الله يعطيك شع"
"Nta lhs lgaba","نتا لحس لڭابا"
"hhhhh t5yl tdrb rask bsbab 7toun hhhhhhhhhhh","ههههه تخيل تدرّب راسك بسبب حتّون ههههههههه"
"Koun gheer 3tazel","كون غير اعتزل"
"Malk 9asm lvideo wrina chlo7 herbanin","مالك قاسَم لڤيديو ورينا شلوح هرّبانين"
"Kheya aboor nta myasar emardi walidik ekadkhel l9alb wakha makan3rfkch ma9bol wld lahlal bayn lah izidak khir 3la khir tastahal rabi m3ak, didikas man lamdina la9dima","خيا أبور نتا ميسار اماردي والديك أكدخل لقلب واخا ماكنعرفكش مقبول ولد لاحلال باين الله يزيدك خير على خير تستاهل ربي معاك، ديديكاس من لمدينة القديمة"
"Marhba bik 3andna f tanja a baa abour","مرحبا بيك عندنا ف طنجة أ باا أبور"
"5ouya mahdi dik nsaba mknhmlhach hchoma 3liha pitcho mabrax ijm3 karo","خويا مهدي ديك نسابة ماكنهملاش حشومة عليها بيتشو مبرّخ إجمع كارو"
"Bsaha ou Raha m3a lkhawa dima skhawa","بصحة وراحة مع خوة ديما سخاوة"
"Khaskom tjiw l3andi l riyahin taklo lkhbiza dyal lgalgola dyal bsah o tchof l idman dyal bsah","خاصكوم تجيو لعندي للرياحين تاكلو الخبيزة ديال الكالڭولة ديال بصاح وتشوف لإدمان ديال بصاح"
"KhadeJa SF ti hada emta kykon ??","خادجة SF تي هادا امتا كيكون؟"
"Hamada Bn lah ybark Wld 7midti","حمادة بن الله يبارك ولد حميدتي"
"Ana waik ila mchina labhr Houssine Diwan","أنا وايك إلا مشينا لبر الحسين ديوان"
"Khoya 9alab 3la khadma lah i7fdak ta tnaf5tu man wjhak","خويا قلب على خدامة الله يحفظك تا تنفست من وجهك"
"dir vid 3la niyti","در فيديو على نيتي"
"Ana waik ila mchina labhr Houssine Diwan","أنا وايك إلا مشينا لبر الحسين ديوان"
"Kayna fir9a likhsar ikhales","كاينا فرقة ليكيسار إخلاص"
"Marhba tlaa3bo dadna","مرحبا تلاعبو دادنا"
"Awdi khasak chi haja nta kain","أودي خاصك شي حاجة نتا كاين"
"Lahoma barik klito 3andkom Dakchi bnin tbarkelah","لاهمة بارك كليتو عندكوم داكشي بنين تبارك الله"
"yan rab3a lbgri sstmanar","يان رابعة لبغري سستمنار"
"La maxi hamd mis ana baghi n3rf hadok lax jaw kijriw l9dam lkamira","لا ماكسي الحمد مس أنا باغي نعرف هادوك لاخ جاو كيجريو لقدام لكاميرا"
"Hhh lafan awda hadak zba9 alhba9 awda batnod hh","ههه لافان أودا هاداك زباغ الحباغ أودا باتنود هه"
"Hhhh awdi layhdikom hanawa ly3mr hadar anga","ههه أودي ليهديكوم هناوا ليعمر هدار أنڭا"
"Nta khssk chi hwya rbaniaa","نتا خصك شي هوا رباعية"
"L3az rap","لْعَاز راب"
"Hhh kaynin adbooo3,a","ههه كاينين أدبو ثلاثة،أ"
"Bla hsad dari 3ndo migoal liskhar","بلا حسد داري عندو ميڭال لسكار"
"3amin ghir hadra","ثلاثة أمين غير هدرة"
"Kon darto ghir lhal9a dabro mzn","كون درتو غير لحلقة دابرو مزن"
"Chamkara kamlin siro khadmo 3la rassekom khrajto 3la chabab","شامكارا كاملين سيرو خدّمو على راسكوم خرجتو على شباب"
"B9a fiya ghir dak saloun Sarah mol l3id milad aydawaz akfas sa3a fhyato m3a molat saloun","بقا فيا غير داك السالون سارة مول لعيد ميلاد أيدواز أكفاس ساعة في حياتو مع مولات السالون"
"B9at fiya mamah mskina kifch atb9a liha Dar ms bsahtkom hhhhhh","بقات فيا ماماه مسكينة كيفاش أتبقا ليها دار مس بصحتكوم هههههه"
"ahsen 2 dnas mcharfen souira, machi keba9i lhrgawa","أحسن إثنين دناس مْشارفين سويرة، ماشي كباقي لحرڭاوا"
"O wagaf f túnel cat sawar 3adi fhala mchi trik cat di o tjib !?!? B rojola hadi bssala b tbarhiche ... M3arad rasak lkhatar o m3arad nass li saykine l khatar !?!?! Ache had lkalakh !!!!!!","أو وقاف ف تونيل كات ساور عادي فهلا ماشي تريك كات دي أو تجيب !؟؟؟ ب رجولة هادي ب سلا ب تبارحيش ... مْعارض راسك للخطر و مْعارض ناس لي سايكنين للخطر !؟؟؟ آش هاد الكلاخ !!!!!!"
"b9it kntfrj fhad lvidyo ana sayg wna njib rbha thrdt hhh","بقيت كنتفرج فهاد الفيديو أنا سايغ ونا نجيب ربحة تْحرّدت ههه"
"Ahsan modil f s1000rr bnsba liya wax ba9a katkhrj jdida","أحسن موديل في ألف ومية بنسبة ليا واخ باقي كاتخرج جديدة"
"Tabrk lah 3lik khoya med twa7xna dok vidyowat dyal dak mirikani li kaykhod lmatr mn sizi hhh","تبارك الله عليك خويا ميد تواخسنا دوك فيديوات ديال داك ميريكاني لي كايخود لماتر من سيزي ههه"
"Chi motor bhala hada hayat sa3ida","شي موتور بحالا هادا حياة سعيدة"
"Mt07 = l7yat sa3ida","إم تي صفر سبعة كتساوي لحياة سعيدة"
"Wach ntoma dima hkak hchamtona m3a jiran hhhh","واش نتوما ديما هكاك حشامتونا مع جيران ههه"
"Khoya baykar dwi 3la c50 lahafdk","خويا بايكار دوي على خمسين لاهافدك"
"Kolxi 3la lhaz9a","كلشي على لحزقة"
"Dissi rojola wlh o drayf ana konte khedam fi fi wahd restaurant o ja daryf o wald nase wlh o t3amal m3aya wakha ma braytch walo Half wlh hta tkhod o kabare biya wlh o 3jabni hale ana daba fi paris khedam hmd lilah mohime lah ishal 3la ayi wahad","ديسي رجولة والله ودرايف أنا كنت خدام في واحد رستوران و جا دريف و ولد ناس والله وتعمال معايا واخا ما برايتش والو نصف والله حتا تْخود و كبار بيّا والله و عجّبني حاله أنا دابا في باريس خدام الحمد لله موهيمة الله يشال على أي واحد"
"Tbarklah 3likum, chabiba 7araa w reportage de qualité","تبارك الله عليكم، شبيبة حرة و ريپورتاج د كواليتي"
"Mamtafa9ch m3ak fi no9ta dyal a7ssan achrar fi dragon ball bi nissba liya kan 3lik t7aat black guko fi blast kid bu prk black 3ando falssafa anaho baghi y9dii 3la lbachariiya machi b7al bu ma3andooch wa3y gha howa baghi ydamar ayi 7aja chafha","ما متفقش معاك في نقطة ديال أحسن أشرار في دراغون بول بالنسبة ليا كان عليك تحط بلاك ڭوكو في بلاست كيد بو برك بلاك عندو فالسافا أنه باغي يقدي على البشرية ماشي بحال بو ما عندوش وعي غا هو باغي يدمر أي حاجة شافها"
"Mhm hadi … En voir plus","مهم هادي…"
"WTF 3la hook","واش بان ليك شنو واقع؟"
"Dar l pub l domaine gha mn had video hhhh","دار ل پوب ل دومين غير من هاد الفيديو ههه"
"Amal Ng nti hhhhh welah","أمال نتي ههههه والله"
"Walkn tirant ba9i bhal lgs3a hwa hwa","باغي نمشي نشري واحد القفطان جديد"
"La présentation ta3 fermin lopéz m3a lbarsa","لا بريزنتاسيون ديال فيرمين لوبيز مع لبارصا"
"majawbhash ... b9a mtale3 l9eftan lfo9 chwi bchwi", "مجاوبهاش ...بقا مطلع القفطان لفوق شوي بشوي"
"mkhelto tlmas her 7ta katjiha de7ka beltelfa w l7echma", "مخلطو تلماس هر حتى كتجيها ضحكة بالتلفة والحشمة"
"w de7k koulchi tkhelet 3liha khchat sbe3ha fi femha w 3edato", "وضحل كلشي تخلط عليها خشات صبعها في فمها وعضاتو"
"kat7ess b her w tbouricha katghamed 3iniha", "كتحس بهر وتبورش كتغمض عينيها"
"m3a l7mel tnefekh liha lwjeh w l7nak ghir katd7ek kitghamdo l3inin", "مع الحمل تنفخ ليها الوجه والحناك غير كتضحك كيتغمضو العينين"
"w lmnakher zad tnefekh wellat katban cute f chiiiii chkel", "والمنخر زاد تنفخ ولات كتبان كيوت فشييييي شكل"
"hadchi hwa la7do w zadet 7em9aaato w zadet lahfto 3liha", "هادشي هو لاحضو وزادت حمقااااتو وزادت لهفتو عليها"
"ila janib lichtiya9 liha w li m9erebch liha melli w9e3 lmochkil dyal l7mel", "الى جانب الاشتياق ليها والي مقربش ليها ملي وقع المشكيل ديال الحمل"
"Fouad tle3 liha l9eftan 7ta 7iyedo liha b9at ghir b demi w deux pieces", "فؤاد طلع ليها القفطان حتى حيدو ليها بقات غير بضوني ودوبييس"
"kerchha m9enbla 9edamo jato f chkel", "كرشها مقنبلة قدامو جاتو فشكل"
"kan tale3 fo9 mennha mferre9 rejlih ghir b serwal li 7el lih sensla", "كان طالع فوق منها مفرق رجليه غير بسروال الي حل ليه سنسلة"
"w sedfa l m3allem bayen 3la sti3dad", "وصدفة المعلم باين على استعداد"
"7et sba3o 3la le7yto kay7ek fiha 7adi jismha li tghayer b l7mel", "حط صباعو على لحيتو كيحك فيها حاضي جسمها الي تغير بالحمل"
"wakha bel9a lakin kerchha lounha tbeddel m3a lklef", "وخا بلقة لكن كرشها لونها تبدل مع الكلف"
"hadou houma taghyirat li kaywe93o f l7mel", "هذو هما تغييرات الي كيوقعو فالحمل"
"7bes l7araka w 3ed chfayfo b injidab liha bidoun maytkellem", "حبس الحركة وعض شفايفو بانجذاب ليها بدون ميتكلم"
"Yamna herha bin sderha w hiya thez idiha 7ethatoum 3la che3ro", "يامنة هرها بين صدرها وهي تهز ايديها حطاتهم على شعرو"
"khchat sba3ha fih w cheddato f raso kad7ek : hhhhhhh Fouaaad", "خشات صباعها فيه وشداتو فراسو كضحك : هههههههه فؤاااااااد"
"Fouad dafen raso temma mostamti3 baghi ydouz 3la koul inch f jismha", "فؤاد دااافن راسو تما مستمتع باغي يدوز على كل انش فجسمها"
"Yamna : abbb bbb hhhhhhh katherrniiii hhhhh", "يامنة : اببب ببب هههههههه كتهرنيييي ههههه"
"mjawebhash hez raso chaf fiha w tle3 7et jebhto 3la jebhtha", "مجاوبهاش هز راسو شاف فيها وطلع حط جبهتو على جبهتها"
"kay7arek f ras m3a rasha kayemchiw w yjiw bzouj", "كيحرك فراس مع راسها كيمشيو ويجيو بزوج"
"da3eb nifo nifha khtef 9obla 3la sari3 men chfayfha li kano kayter3do", "داعب نيفو نيفها خطف قبلة عالسريع من شفايفها الي كانو يترعدو"
"Fouad : chnoooo malek ...", "فؤاد : شنووو مالك ..."
"Yamna 7ellet fih 3iniha w jaw 3iniha mobachara m3a 3inih : m mm malich", "يامنة حلت فيه عينيها وجاو عينيها مباشرة مع عينيه ... : م مم ماليش"
"Fouad 7et sbe3o 3la femha kaytelle3 w yhbet liha f chfayfha", "فؤاد حط صبعو على فمها كيطلع ويهبط ليها فشفايفها"
"chnifatek l7elwin mankhalihoumch blach a ghzali", "شنيفاتك الحلوييين منخليهمش بلاش اغزالي"
"btasmet lih w houma mazalin 3la nefs lwad3iya", "ابتاسمت ليه وهما مزالين على نفس الوضعية"
"Fouad : chnoooo nebdaw bihoum houma lewlin ?", "فؤاد : شنووو نبداو بيهم هما لولين ؟"
"Yamna 7adret 3iniha mobtasima jam3a chfayfha : hmhhhhh", "يامنة حدرت عينيها مبتاسمة جامعة شفايفها : همههههه"
"Fouad : nebda b chfayfek wla tebday nti", "فؤاد : نبدا بشفايفك ولا تبداي نتي"
"Yamna : Fouaaad ... a7m idek mrida chouf kifach kat7erekha", "يامنة : فؤااااد ...احم ايدك مريضة شوف كيفاش كتحركها"
"Fouad : maachi mochkil a ghzali ... nsawlek nti fach kanet mrida lik idek chno derna", "فؤاد : مااشي مشكيل اغزالي ...نسولك نتي فاش كانت مريضة ليك ايدك شنو درنا"
"Yamna b9at termech fih safi nawi nawi makayn ghir zdef rdef", "يامنة بقات ترمش فيه صافي ناوي ناوي مكاين غير زدف ردف"
"Fouad mab9ach bgha ytsenna red dyalha bi7okm tlawya li katlwa te7to", "فؤاد مبقاش بغا يتسنى رد ديالها بحكم التلوية الي كتلوى تحتو"
"Souhayb kayhebbet t-shirt dyalo : wejdi rasek chi youmayn hakkak w ghadi nsafro", "صهيب كيهبط تيشرت ديالو : وجدي راسك شي يومين هكاك وغادي نسافرو"
"Sara : fiiin ?", "سارة : فييين ؟"
"Souhayb : melli tzewejna msafernach we7dna ... nemchiw l chi mdina", "صهيب : ملي تزوجنا مسافرناش وحدنا ...نمشيو لشي مدينة"
"Souhayb : a7m waho ki chetti modon lmaghrib we7da tensik f lokhra", "صهيب : احم واهو كيشتي مدن المغريب وحدة تنسيك فلاخرا"
"walini tigoul liya wa7ed ras nemchiw l Dakhla wla l Hoceima", "وليني تيقول ليا واحد راس نمشيو لداخلة ولا الحسيمة"
"Souhayb : w 7na ach bghina lmout gha lmout a 3chiri", "صهيب : وحنا اش بغينا الموت غالموت اعشيري"
"ndoro finma 3yina n7ebso nerta7o w nchoufo lblayes", "نضورو فينما عيينا نحبسو تنرتاحو ونشوفو البلايص"
"Souhayb : bghit n3es a 7oubbi bghiiit walini habet lt7et l jarda m3a Ilyas", "صهيب : بغيت نعس احبي بغييييت وليني هابط لتحت لجردة مع الياس"
"hebbet ftri9o l9a Ilyas li kan sab9o tahou beddel w kharjo gleso f jarda", "هبط فطريقو لقا الياس الي كان سابقو تاهو بدل وخرجو جلسو فجردة"
"Souhayb chaf f sa3to : mal l9*** majach ?", "صهيب شاف فساعتو : مال لق*** مجاش ؟"
"Youssef : rah mderna lik walo nsay ... ghlet makanch 3liya ndir hakkak", "يوسف : راه مدرنا ليك والو نساي ...غلطت مكانش عليا ندير هكاك"
"ghadi nsel7ouh w nekhtbouk simana jaya a Youssra baraka rah ketterti", "غاذي نصلحوه ونخطبوك سيمانة جايا ايسرى براكة راه كترتي"
"Souhayb khrej 3inih w m3a ki3ref Youssra w 3arefha bent darhoum", "صهيب خرج عينيه ومع كيعرف يسرى وعارفها بنت دارهم"
"mcha lih chene9 3lih ta la7 Youssef tilifoun belkhel3a ma3refo mnin b3et", "مشا ليه شنق عليه تا لاح يوسف تيليفون بالخلعة معرفو منين بعث"
"Souhayb : l7maaaar ach derti l bent ??? aaaa ach derti liha", "صهيب : الحماااار اش درتي لبنت ؟؟؟ اااا ااااش درتي ليها"
"Youssef : aaaach tatkherbe9 malek a z**** yen3el bou 7ayat mmek", "يوسف : ااااااش تتخربق مالك از**** ينعل بو حياة مك"
"Souhayb : yen3el l9*** li 9alha lik r3wani 9lil l3effa tfoo 3la mmek", "صهيب : ينعل لق*** الي قالها ليك الرعواااني قليل العفة تفووو على مك"
"tlaaa9 menni sdemtiiini fik ... ma3ndich khout li ydiro hadchi", "طلاااق مني صدمتييييني فيك ...معنديش خوت الي يديرو لهادشي"
"Youssef : khooook ? hhhhh mnin khoook 3lah nta khoya ?", "يوسف : خوووووك ؟ هههههه منين خوووك علاه نتا خويا ؟"
"nta rah ghiiiiir weld li mrabyana tkhchiti m3ana machi khoya mat9reb liya", "نتا راه غييييير ولد الي مربيانا تخشيتي معانا مخويا متقرب ليا"
"Fouad nad 3la we9fto bjehd w dar t9abel m3aha 3inih 7emriiiiiin", "فؤاد ناض على وقفتو بجهد وضار تقابل معاها عينيه حمرييييييين"
"Yamna femha bda kayter3ed : m m m ma9elt w w walo", "يامنة فمها بدا يترعد : ممن م مقلت وو والو"
"Fouad kayehder w ykhbet w hiya kat9fez : kaaaaaaa t9aaaarni rasek biyaaaa ?????", "فؤاد كيهضر ويخبط وهي كتقفز : كااااااااا تقاااارني راسك بيااااا ؟؟؟؟؟؟؟؟؟؟"
"Yamna : waaaaa ghir 9elt makayn waaaalo ahy ahy ... madrebniyeech", "يامنة : واااا غير قلت مكاين وااالو اهى اهى ...مضربنيييييش"
"Fouad kan mcharben 7ejbanou rasmin tlata d lkhotouta binhoum", "فؤاد كان مشربن حجبانو راسمين تلاتة الخطوطة بينهم"
"hadi hiya denya youm lik w youm 3lik", "هادي هي دنيا يوم ليك ويوم عليك"
"Youssef ched raso ma7essch b dem3a imta ne9zat lih w hebta", "يوسف شد راسو محسش بدمعة امتا نقزت ليه وهبطات"
"namoooot hada hwa l7el", "نمووووت هذا هو الحل"
"Ilyas chaf f Youssef b nadra f chkel dyal 7choooma 3lik", "الياس شاف في يوسف بنضرة فشكل ديال حشوووومة عليك"
"Souhayb : ana machi khouk ... ana ghir 7ellit 3ini l9it rasi westkoum kaber m3akoum", "صهيب : انا ماشي خوك …انا غير حليت عيني لقيت راسي وسطكم كابر معاكم"
"mi mred3ah m3aya charekna nefs l7lib walakin ...", "مي مرضعاه معايا شاركنا نفس الحليب ولكن"
"Eylaf khrej 3inih : eyyych khalto Najoud kheddama ?", "ايلاف خرج عينيه : اييييش خالتو نجود خدامة ؟"
"Youssef dmou3o nezlo kayjriiiiiw : anaaa li weld l7raaam anaaa", "يوسف دموعو نزلو يجريييييييييو : انااا الي ولد لحرااام اناااا"
"Souhayb : jem3i 7wayjek daba w yalah nemchiw l partma dyali ... daba", "صهيب : جمعي حوايجك دابا ويلاه نمشيو لبارطما ديالي ...دابا"
"Sara dart b zerba : awili 3la daba ??? f had lil w 3laaach ???", "سارة ضارت بسرعة : اويلي على دابا ؟؟؟ فهاد الليل وعلاااش ؟؟؟"
"Souhayb : tle9iiiiiiiiiiiiiiini raaaaaaniiii hdert", "صهيب : طلقيييييييييييييييييني راااااانيييييي هضااااااااارت"
"Rawya katbki : Souhayb nta rak baba w 3ad khoya man9droch ntfer9o", "راوية كتبكي : صهيب نتا راك بابا وعاد خويا منقدروش نتفرقو"
"Souhayb : ana rah mazalni khouk w bak we9t li 7tajitini wla drebk hada ghatl9ayni", "صهيب : انا راه مزالني خوك وباك وقت الي احتاجيتيني ولا ضربك هذا غاتلقايني"
"Fouad dkhoul 3lih l9ah 3eryan 3ad kharej men douche", "فؤاد دخل عليه لقاه عريان عاد خارج من دوش"
"Fouad : mi hadik mi khooooya hadak khooooya koulchi nsem7 lik fih ta l mmek mansem7ch lik fiha", "فؤاد : مي هاديك مي خوووويا هذاك خوووويا كلشي نسمح ليك فيه تا لمك منسمحش ليكفيها"
"ghlettk se77o rasek njri 3lik nta w houma malin dar hadik syeda n3ich anaaa kheddam 3ndha", "غلطك صححو راسك نجري عليك نتا وهما مالين دار هاديك سيدة نعيش اناااا خدام ع ن ددددها"
"Najoud : weldi ach w9e3 l kbidti Youssef tani llah ykhelik matkhle3nich 3lih", "نجود : ىلدي اش وقع لكبيدتي يوسف ثاني الله يخليك متخلعنيش عليه هااا"
"Youssef kaydour f raso b 7er9a li jaya men 7er9a kat7fer lih f sedro", "يوسف كيضور فراسو بحرقة الي جايا من حرقة كتحفر ليه فصدرو"
"Najoud : weldiiii hezzitek nta f keffa w Souhayb f lkeffa lokhra", "نجود : ولديييييي هزيتك نتا فكفة وصهيب فالكفة لاخرا"
"Youssef : Souhayb Souhayyyyb gha had smiya la sme3tha nossi kaytkellem", "يوسف : صهيب صهييييييييييييب غا هاد سمية لا سمعتها نصي كيتكلم"
"Eylaf : ma sar ichi 3ammi fich ichi techghilch balek", "ايلاف : ما صار ايشي عمي فيش ايشي تشغلِّش بالك"
"l7aj : kifach manchghelch bali w denya hna 7altha 7ala ... ach tari", "الحاج : كيفاش منشغلش بالي ودنيا هنا حالتها حالة ...اش طاري"
"l7aj : sal7ouhoum wla khelliwoum menhoum l rashoum", "الحاج : صالحوهم ولا خليوهم منهم راسهم"
"Fouad : li dar lghlat ysel7o ... wakha s3ib ysel7o", "فؤاد : الي دار الغلاط يصلحو ...واخا صعيب يصلحو"
"Rawya : ila drebtini ghaytjem3o 3lik koulhoum ya3tiwk 9etla matfi9 ta l3id lekbir", "راوية : الى ضربتيني غايتجمعو عليك كلهم يعطيوك قتلة متفيق تالعيد الكبير"
"Eylaf : lek ana chta9et lek ... twa7echtek bzaaaf men we9t ma ajit ma sar binna chi", "ايلاف : لك انا اشتقت لك ...تواحشتك بزاااف من وكت ما اجيت ما صار بينا شي"
"Youssef : wacherbi 3la nour w tangoul mal dow cha3el f dar w rou7 bdat terje3", "يوسف : واربييييي على نور وتنقول مال ضو شاعل فدار والروح بدات ترجع"
"Najoud : hhhhhh rah nji l wladi mankhelihoumch wakha tejri 3liya", "نجود : هههههه راه نجي لولادي منخليهمش وخا تجري عليا"
"Souhayb : ahya dak dib fin ghadi ...", "صهيب : اهيا داك الديب فين غادي ..."
"Youssef : haaa m maghadi fin fin ghanmchi", "يوسف : هااا م مغادي فين فين غانمشي"
"Souhayb : w ghadi bla biya nta 7mar l7mar hwa", "صهيب : وغادي بلا بيا نتا حمار الحمار هو"
"Youssef chre3 idih : 7mar 7mar llahouma nestaghell lforsa w rkel waldik", "يوسف شرع ايديه : حمار حمار اللهم نستغل الفرصة وركل والديك"
"Youssef : a777 khser m3ak lberd lhedra", "يوسف : اححح خسر معاك البرد الهضرة"
"Souhayb : men lakher fach 3inek tanta wach bghiti tanta", "صهيب : من لاخر فاش عينك تانتا واش بغيتي تانتا"
"Ilyas : chkayn hna 3liha nebni 3lih talab nta3i", "الياس : شكاين هنا عليها نبني عليه طلب نتاعي"
"Youssef : hhh llah ybarek fik khoya", "يوسف : ههه الله يبارك فيك خويا"
"Rawya : khoooooya hhhhh", "راوية : خوووويااا ههههه"
"Souhayb : aaa lhbiila lbghla bchwiya yak labas taye7ti bnadem b had lghowta", "صهيب : ااااا الهبيلة البغلة بشوية ياك لباس طيحتي بنادم بهاد الغوتة"
"lkol wejed raso l ab b jellaba meskiya w belgha nefs loun", "الكل وجد راسو الاب بجلابة مسكية وبلغة نفس اللون"
