input_text,target_text
"Aku pernah kerja Di FnB,jadi kasir tau kan hekticknya jdi kasir...q sering tu berantem ma customer,cuma kan jaman 2017/18an sosmed belum segacor skrg… En voir plus","Aku pernah kerja Di FnB,jadi kasir tau kan hekticknya jdi kasir...q sering tu berantem ma customer,cuma kan jaman 2017/18an sosmed belum segacor skrg… En voir plus (No change - Indonesian)"
Kch kch jm3 9lawik azbi 7wakom kamlin a7san rapour,كش كش جمع 9لاويك أزبي حواكوم كاملين أحسن رابور
sabiri ila baghi treacti khdm bohdk ilaknto 2 DNAs tayktr fikom sda3 fhmni asahbi,صابري إلا بغي ترياكتي خدم بوحدك إلا كنتو 2 دي أن أ تايكتر فيكوم سد3 فهميني أصحابي
"On t'aime beaucoup ma star,mais fais attention avec notre poupée","On t'aime beaucoup ma star,mais fais attention avec notre poupée (No change - French)"
Yasser Vox sir f7alatk hhhhhh,ياسر فوكس سير فحالك هههههه
Raja mktasnch likber biha 3erf ach ktgol abhejawit zabe,رجاء مكتسنش ليكبر بيها عرف آش كتگول أبهجاويت زابة
"I now offer videograms on my Storefront! Request a custom video for yourself, friends or family. https://www.facebook.com/RMMTV30/storefront/videograms...","I now offer videograms on my Storefront! Request a custom video for yourself, friends or family. https://www.facebook.com/RMMTV30/storefront/videograms... (No change - English)"
Broker ki rbhti ki khserti kidi comission dyalo r maa3roufa hadi mwer9a,بروكير كي ربحتي كي خسرتي كيدي كوميسيون ديالو ر ماعروفا هادي مورو9ة
Mhadrtich lina akhay 3la amin rivar o zaiyd,ما هدرتش لينا أخاي علا أمين ريفار و زاييد
Had lmossi9aa hiya li gydat jdddui,هاد لموسيقى هي اللي گيدات جدودي
Wach kidirou 15 vidéos f nhar Oula kifach ? Ra fo9mach kan7el facebook katla3li vidéo jdida,واش كيديرو 15 فيديوهات ف نهار أو كيفاش؟ را فوقاش كانحل فيسبوك كاتطلعلي فيديو جديد
Hdro 3la drari li dkhlo odaro ilfr9 ojabo rbh,هضرو على دراري لي دخلو و دارو الفروق وجابو ربح
Il est roi de quel royaume ? Si vous parlez du football je vais te dire l'unique Roi s'appelle Messi et il a Cr7 comme sa main!,Il est roi de quel royaume ? Si vous parlez du football je vais te dire l'unique Roi s'appelle Messi et il a Cr7 comme sa main! (No change - French)
Ma la coerenza ?,ما لا كوهيرينزا؟ (No change - Italian)
"Il problema sta in dirigenza c'era una volta Moggi Giraudo Bettega ,poi Marotta Paratici Nedved ,poi e' venuto il Giuntolo e non so chi con lui ,poi ora un francese che non parla italiano ma capisce di oroscopi e algoritmi se solo ci stesse Allegri a … En voir plus","Il problema sta in dirigenza c'era una volta Moggi Giraudo Bettega ,poi Marotta Paratici Nedved ,poi e' venuto il Giuntolo e non so chi con lui ,poi ora un francese che non parla italiano ma capisce di oroscopi e algoritmi se solo ci stesse Allegri a … En voir plus (No change - Italian)"
Torna a fare il vocalist per cartonati va. Savona é un lampione i 2 brasiliani ormai erano a fine corsa per husien che comunque tra bonus e percentuale sulla vendita la Juve ha incassato 25 milioni circa magari poteva essere venduto meglio ma cosa sta … En voir plus,Torna a fare il vocalist per cartonati va. Savona é un lampione i 2 brasiliani ormai erano a fine corsa per husien che comunque tra bonus e percentuale sulla vendita la Juve ha incassato 25 milioni circa magari poteva essere venduto meglio ma cosa sta … En voir plus (No change - Italian)
Ma perché non parli pure quando nei gli ultimi anni di allegri,ما پاشرلي نتا ملي كنهضر في السنوات الأخيرة ديال أليغري
Rabiot è andato al.marsiglia l'ultimo giorno di mercato perché non ha trovato Chi gli dava 10 milioni l'anno.....i giovani venduti per carità c'era qualcuno che valeva di più ma il problema della Juve era di monetizzare e nemmeno senza perdere troppo t… En voir plus,رابيو مشى لمرسيليا لخر يوم ديال لميركاتو پاش ما لقااش لي يعطيه 10 مليون لعام.....لشباب لي باعو بالصدقة كان شي واحد كيعول على أكثر ولكن المشكل ديال يوفنتوس كان هو التحويل و حتى ما يخسر بزاف ت… En voir plus (No change - Italian)
"Lugsongon man pud ni amoa dri, adlaw2 ko bathe, magic motor, pero di man Eng ana.","Lugsongon man pud ni amoa dri, adlaw2 ko bathe, magic motor, pero di man Eng ana. (No change - Cebuano)"
aflad dlkhra hado chno had lmostawa,أفلاذ لخرا هادو شنو هاد لمستوى
Hhh fin hna lbad 3dna,ههه فين هنا لباد عندنا
Wah kia bt h mry allah ny jannat ma kia kia raka hoga allah ham sb ko naseeeb kry,واه كيا بت ه مري الله ني جنات ما كيا كيا راكا هوگا الله هم سب كو ناسيپ ڪري
M3a balamo hasanat rahom yatlamo,معا بالامو حسنات راهوم يتلامو
fin had lblasa,فين هاد لبلاصة
Ktret l3ya9a li bdit kanchof,كثرت لعيطة لي بديت كنشوف
O9sim blah ila gha tkhrbi9 o lfitna o safi khouya syid mkyfhmch chlha mghdich itfrd 3lih ifhmha bzez o kaynin nass cheloh f casa o fmghrib kamlo aamrhum chi wahd 3amlhum b 3onsorya o haja khora dri mghribi machi khaso ikon kaydwi gha b chlha o français… En voir plus,أوقسم بلاه إلا غا تكربي9 و الفتنة و صافي خويا سيد مكيفهمش شلحة مغديةش تفرض عليه فهمها بزز و كاينين ناس شلوه ف كاسا و فمغرب كاملو أمرهم شي واحد عملهم ب 3ونسورية و حاجة خورا دري مغربي ماشي خاسو يكون كيدوي غا بشلحة و فرنسي… En voir plus
Hhhhhh t9der be3da heta thder me3a shab txiat,هههههه تقدر بعدا حتى تهدر مع شاب تكسيات
khoya rani 3yit ma ngolik dwi lina 3la extraction,خويا راني عيت ما نگولك دوي لينا على إكستراكشن
Yak almerdi,ياك المردي
Nfs 3a9liya 3ndi wa3ndk akhoYa,نفس العقلية عندي وعندك أخويا
L9itiha wajda ahnini,لقيته واجد أهنيني
A5i dwi m3aya f 5as,أشي دوي معايا ف 5اس
Fin kan a5oya b4ayt anji anakol 3andkom,فين كان أ خويا ب4يت أنجي ناكل عندكوم
Wawark a3li machina fiha yawldik,واورك أعلي ماشي فيها ولاديك
Mabin l3yen uabejder yak akhi,مابين لعيون و أبهدر ياك أخي
"When the van driver forgot the script and realized it had to slow down.""","When the van driver forgot the script and realized it had to slow down."" (No change - English)"
Tbarklah 3lik akhti,تبارك الله عليك أختي
Wakha malabs baina,واخا مالابس باينة
"Nunca percebi os portugueses não terem orgulho no CR7. Só o facto de dar a conhecer o meu país, para mim é o maior.","Nunca percebi os portugueses não terem orgulho no CR7. Só o facto de dar a conhecer o meu país, para mim é o maior. (No change - Portuguese)"
Ntoma rah salina m3akom hhhhh mnimta,نتوما راه سالينا معكم ههههه منيمتا
2vs50 m9owdiiin 3likom,2vs50 مقوديين عليكم
Namra 3afak,نامرا عفاك
Wana it3omn lou9tad akouray atikhsan yarbi salama awdi,وانا اتعمن لوقتد أكوراي اتخسان ياربي سلامة أوودي
hada kay4sl 3lina ljanaba dyalo wald l3abd otab3ino flhma9 dyalo,هادا كاي4سل علينا لجانبا ديالو ولد لعبد وتابعينو فلهمة ديالو
Nari maymknch mdhkch lah ychafik db kyhsblih mskin kydir chi hja li m3mr chi hd 9dr ydirha dkchi elax ky3tbr raso btal hhh,ناري مايمكنش مدكش الله يشافيك دبا كيهسبلي مسكين كيدير شي حاجة لي معمر شي حد هاد 9در يديرها دكشي إلا كيعتبر راسه بطل ههه
3omro fchal bax ydahkni had batal dyal dnya o aham haja 3ando Hiya nadafa hhh,عمرو فچال باخ يدهكني هاد بطل ديال دنيا و أهم حاجة عندو هيا نضافة ههه
Fin had l blassa,فين هاد البلاصة
Antoma Aslan ktkhdmo ghir am3a driat f indrive tolito kt3mlo b7lhom dirin na9aba ghir bintkom z3ma antoma rah b39lkom mi frchkom had khona,انتوما اصلا كتشدو غير امعا دريات ف إندرايف توليتو كتعملو ب7لهم درين نقابة غير بنتوكم زعما انتوما راه ب3قلكم مي فرشكوم هاد خونا
Rah man3om 3adad b7al had no3 msakan akhoya lah yastatna w yastar bniyatna ya rabi w matab9ach ti9 a khoya bazaf rah lwa9t khyabat lah ysahal 3lik,راه منعوم عدد ب7ال هاد نوع مسكان اخويا الله يستتنا و يستار بنياتنا يا ربي و ماتبقاش تيق أ خويا بزاف راه لوقت خيبات الله يسهل عليك
ali dri dik,علي دري ديك
Amal koulchi 3la druj lagzare,أمال كولشي علا دروج لڭزارة
I love the fact that people in the comments are so offended she had received a mild sedation for the procedure..,I love the fact that people in the comments are so offended she had received a mild sedation for the procedure.. (No change - English)
Ambot lang.nimo day ma sandwich jd ka nila day,Ambot lang.nimo day ma sandwich jd ka nila day (No change - Cebuano)
Lah ifrajha 3lih akhoya simo,الله افرجها عليه اخويا سيمو
Lah itle9 sraho khouya simo,الله اتلي9 سراحو خويا سيمو
Mantaaaap ya seharus nya begitu turun ke lapangan jgn nerima laporan aja ini baru krja yg bagus.lanjut kan pak TNI,Mantaaaap ya seharus nya begitu turun ke lapangan jgn nerima laporan aja ini baru krja yg bagus.lanjut kan pak TNI (No change - Indonesian)
Salm lina 3la MeHdi,سلم لينا علا مهدي
Salm 3chir 39lti 3liya traksyon silon,سلم 3شير 3قلتي عليا تراكسيون سيلون
Nta mazal mtbanalik kot,نتا مازال متبانليك كوت
Naaaah...... Kan kena tangkap,نااااه...... كان كينة تڭتاب
Kan khasik dirha meiaya jalok olah tji maeah,كان خاصك درها معايا جالوڭ أولاه تجي معايا
Gal 9bl 100 alf ans /yamat/ kant …),ڭال قبل 100 ألف أنس /يامات/ كانت …)
Ta fin 3mro kan chi jmhor dchyra lmkhiyer fihom kan m3ana,تا فين عمرو كان شي جمهور دشيرا لمخير فيهم كان معنا
ha 7nnnnna nchoFo,ها 7ننا نچوفو
Rah baha achrifa wkha dru Li drti,راه باها أشريفا وخا درو لي درتي
Khouya sawb nmra mzyn hit ra m9loba ymkn,خويا صووب نمرا مزين حيت راه مقلوبة يمکن
Achraf tbarklah 3lik ya batal meknes,أشرف تبارك الله عليك يا بطل مكناس
Kola tl3a kihdro blogha,كولا طالع كيفدرو بلوغة
Yarbi tmoto f tomobil (9hrni l7sad),ياربي تموت ف طوموبيل (9هرني لحساد)
Kohya whd lvidioat dilk htal zok lilal kolchi neass hhh ntf9as an db,كوهيا واحد لفيديوهات ديلك حتال زوك للال كلشي الناس ههه نتف9اس من دبا
Wkisf9o nari hhhhh,وكيسفو ناري ههههه
Jamal BA kayn chi wahd kidir oplet nadi hna,جمال BA كاين شي واحد كيدير أوپليت ناضي هنا
Rjal.li.ray.3tamd.3lihom.lmarrib.mo.stakba.lan.hhh.la.hola,رجال.لي.راي.اعتماد.عليهم.لمريب.مو.ستكبا.لان.ههه.لا.هولا
A z900 does 150 mph . About 241 km /h . So you were coming close but not enough to pass him . You need a 190-200 mph bike to mess around with that car,أ ز900 does 150 mph . About 241 km /h . So you were coming close but not enough to pass him . You need a 190-200 mph bike to mess around with that car
Izd lkhmis n aut 3mira ayna ahtguawrm,ازد الخميس ن أوت 3ميرة أينا أهتغواورم
Zwin lah i3tik sha.,زوين الله يعطيك شع.
Nta lhs lgaba,نتا لحس لڭابا
Enamorado se transformó en Falcao con ese primer gol,Enamorado se transformó en Falcao con ese primer gol
hhhhh t5yl tdrb rask bsbab 7toun hhhhhhhhhhh,هههه ت5يل تدرّب راسك بسبب حتّون ههههههههه
Koun gheer 3tazel,كون غير اعتزل
Malk 9asm lvideo wrina chlo7 herbanin,مالك 9اسم لڤيديو ورينا شلوح هرّبّانين
"Kheya aboor nta myasar emardi walidik ekadkhel l9alb wakha makan3rfkch ma9bol wld lahlal bayn lah izidak khir 3la khir tastahal rabi m3ak, didikas man lamdina la9dima",خيا أبور نتا ميسار اماردي والديك أكدخل ل9لب واخا ماكنعرفكش مقبول ولد لاحلال باين الله يزيدك خير على خير تستاهل ربي معاك، ديديكاس من لمدينة القديمة
Marhba bik 3andna f tanja a baa abour,مرحبا بيك عندنا ف طنجة أ باا أبور
5ouya mahdi dik nsaba mknhmlhach hchoma 3liha pitcho mabrax ijm3 karo,5ويا مهدي ديك نسابة مكنهملاش حشومة عليها بيتشو مبرّخ إجمع كارو
Bsaha ou Raha m3a lkhawa dima skhawa,بصحة وراحة مع لخوة ديما سخاوا
Khaskom tjiw l3andi l riyahin taklo lkhbiza dyal lgalgola dyal bsah o tchof l idman dyal bsah,خاصكوم تجيو لعندي الرياحين تاكلو لخبيزة ديال لڭالوڭة ديال بصاح وتشوف لإدمان ديال بصاح
KhadeJa SF ti hada emta kykon ??,خادجة SF تي هادا امتا كيكون؟؟
Hamada Bn lah ybark Wld 7midti,حمادة بن الله يبارك ولد حميدتي
Ana waik ila mchina labhr Houssine Diwan,أنا وايك إلا مشينا لبرّ الحسين ديوان
Khoya 9alab 3la khadma lah i7fdak ta tnaf5tu man wjhak,خيا قالب على خادمة الله يحفظك تا تنف5تو من وجهك
dir vid 3la niyti,در ڤيد على نييتي
Ana waik ila mchina labhr Houssine Diwan,أنا وايك إلا مشينا لبرّ الحسين ديوان
Kayna fir9a likhsar ikhales,كاينا فرقة ليكيسار إخلاص
Marhba tlaa3bo dadna,مرحبا تلاعبو دادنا
Awdi khasak chi haja nta kain,أودي خاصك شي حاجة نتا كاين
Lahoma barik klito 3andkom Dakchi bnin tbarkelah,لاهمة بارك كليتو عندكوم داكشي بنين تبارك الله
yan rab3a lbgri sstmanar,يان رب3ة لبغري سستمنار
La maxi hamd mis ana baghi n3rf hadok lax jaw kijriw l9dam lkamira,لا ماكسي الحمد مس أنا باغي نعرف هادوك لاخ جاو كيجريو ل9دام لكاميرا
Hhh lafan awda hadak zba9 alhba9 awda batnod hh,ههه لافان أودا هاداك زبا9 الحبا9 أودا باتنود هه
Hhhh awdi layhdikom hanawa ly3mr hadar anga,ههه أودي ليهديكوم هناوا ليعمر هدار أنڭا
Nta khssk chi hwya rbaniaa,نتا خسك شي هوا ربانياا
L3az rap,ل3از راب
"Hhh kaynin adbooo3,a",ههه كاينين أدبوو3،أ
"I've said it before, I'll say it again... if I could've had Della Reese call me ""honey"" or ""child"" and hug me one time my life would have been different. There's just something magical about that woman. Just all heart.","I've said it before, I'll say it again... if I could've had Della Reese call me ""honey"" or ""child"" and hug me one time my life would have been different. There's just something magical about that woman. Just all heart."
Bla hsad dari 3ndo migoal liskhar,بلا حسد داري عندو ميڭوال لسكار
3amin ghir hadra,3امين غير هدرة
Kon darto ghir lhal9a dabro mzn,كون درتو غير لحل9ة دابرو مزن
Chamkara kamlin siro khadmo 3la rassekom khrajto 3la chabab,شامكارا كاملين سيرو خدّمو على راسكوم خرجتو على شباب
Kantferej fik depuis longtemps odima kanfer7lik et je suis fiere de toi courage,كانتفرج فيك depuis longtemps و ديما كانفر7ليك و je suis fiere de toi courage
B9a fiya ghir dak saloun Sarah mol l3id milad aydawaz akfas sa3a fhyato m3a molat saloun,بقا فيا غير داك سالون سارة مول ل3يد ميلاد أيدواز أكفاس ساعة ف حياتو مع مولات سالون
B9at fiya mamah mskina kifch atb9a liha Dar ms bsahtkom hhhhhh,بقات فيا ماماه مسكينة كيفش أتبقا ليها دار مس بصحتكوم هههههه
"ahsen 2 dnas mcharfen souira, machi keba9i lhrgawa",أحسن 2 دناس مْشارفين سويرة، ماشي كباقي لحرڭاوا
O wagaf f túnel cat sawar 3adi fhala mchi trik cat di o tjib !?!? B rojola hadi bssala b tbarhiche ... M3arad rasak lkhatar o m3arad nass li saykine l khatar !?!?! Ache had lkalakh !!!!!!,أو وقاف ف تونيل كات ساور عادي فهلا مْشي تريك كات دي أو تجيب !؟؟؟ ب رْجولة هادي ب سلا ب تبارحيش ... مْعارض راسك للخطر و مْعارض ناس لي سايكنين للخطر !؟؟؟ آش هاد الكلاخ !!!!!!
b9it kntfrj fhad lvidyo ana sayg wna njib rbha thrdt hhh,بقيت كنتفرج فهاد لڤيديو أنا سايغ ونا نجيب ربحة تْحرّدت ههه
Ahsan modil f s1000rr bnsba liya wax ba9a katkhrj jdida,أحسن موديل ف s1000rr بنسبة ليا واخ باقى كاتخرج جديدة
Tabrk lah 3lik khoya med twa7xna dok vidyowat dyal dak mirikani li kaykhod lmatr mn sizi hhh,تبارك الله عليك خيا ميد تواخسنا دوك ڤيديوات ديال داك ميريكاني لي كايخود لماتر من سيزي ههه
Chi motor bhala hada hayat sa3ida,شي موتور بحالا هادا حيات سعيدة
Mt07 = l7yat sa3ida,Mt07 = لحياة سعيدة
Wach ntoma dima hkak hchamtona m3a jiran hhhh,واش نتوما ديما هكاك حشامتونا مع جيران ههه
Khoya baykar dwi 3la c50 lahafdk,خيا بايكار دوي على c50 لاهافدك
Kolxi 3la lhaz9a,كلشي على لحزقة
Dissi rojola wlh o drayf ana konte khedam fi fi wahd restaurant o ja daryf o wald nase wlh o t3amal m3aya wakha ma braytch walo Half wlh hta tkhod o kabare biya wlh o 3jabni hale ana daba fi paris khedam hmd lilah mohime lah ishal 3la ayi wahad,ديسي رْجولة والله ودرايف أنا كنت خدام في في واحد رستوران و جا دريف و ولد ناس والله وتعمال معايا واخا ما برايتش والو Half والله حتا تْخود و كبار بيّا والله و عجّبني حاله أنا دابا في باريس خدام الحمد لله موهيمة الله يشال على أي واحد
"Tbarklah 3likum, chabiba 7araa w reportage de qualité",تبارك الله عليكم، شبيبة حرّا و ريپورتاج د كواليتي
Mamtafa9ch m3ak fi no9ta dyal a7ssan achrar fi dragon ball bi nissba liya kan 3lik t7aat black guko fi blast kid bu prk black 3ando falssafa anaho baghi y9dii 3la lbachariiya machi b7al bu ma3andooch wa3y gha howa baghi ydamar ayi 7aja chafha,ما متفّقش معاك في نقطة ديال أحسن أشرار في دراغون بول بي نسبة ليا كان عليك تحط بلاك ڭوكو في بلاست كيد بو برك بلاك عندو فالسافا أنه باغي يْقدي على لبشارية ماشي بحال بو ما عندوش وعي غا هو باغي يدمر أي حاجة شافها
Mhm hadi … En voir plus,مهم هادي … En voir plus
WTF 3la hook,WTF على هوك
Dar l pub l domaine gha mn had video hhhh,دار ل پوب ل دومين غا من هاد ڤيديو ههه
Amal Ng nti hhhhh welah,أمال Ng نتي ههههه ولله
Walkn tirant ba9i bhal lgs3a hwa hwa,ولكن طيران باقي بحال لڭسعة هوا هوا
La présentation ta3 fermin lopéz m3a lbarsa,لا بريزنتاسيون تاع فيرمين لوبيز مع لبارصا
WTF 3la hook,واش طف 3لا هوك
Dar l pub l domaine gha mn had video hhhh,دار ل البوب ل دومين غا من هاد الفيديو هههه
Amal Ng nti hhhhh welah,آمال نڭ نتي هههه و الله
Walkn tirant ba9i bhal lgs3a hwa hwa,والكن طيران باقي بحال لڭسعة هوا هوا
La présentation ta3 fermin lopéz m3a lbarsa,لا بريزنتاسيون تاع فيرمين لوبيز مع لبارصا
