La première fois,البريمير فوا
3alam,عالم
Ana,أنا
ghbert,غبرت
chweya,شوية
l9itek,لقيتك
7iyedti,حيدتي
mask,ماسك
mawadi3,مواضيع
mo9alwana,مقلوبة
3lax,علاش
mamchitich,ما مشيتيش
m3a,مع
anwar,عوار
Rojola,روجولا
a,أ
lkhwdri,لخدري
lah,الله
isahal,اسهل
3lik,عليك
ya,يا
rabi,ربي
Achawa,آشوا
dert,درت
lik,ليك
ana,أنا
hahahahahahhaaah,ههههههههههااا
khritoni,خريتوني
bde7k,بضحك
llah,الله
imskhkoom,يمسخكوم
Tl3at,طلعت
nadiya,نادية
Nta,نتا
mafarj,مافرج
fa,فا
walking dead,walking dead
bayna,باين
1408,ألف وأربعة عشر
dyal,ديال
John kozak,John kozak
Achmen,آشمن
khla3a,خلاعة
zabi,زابي
Lghazi,الغازي
Mehdi,مهدي
nta,نتا
hada,هادا
Wach,واش
lbi3,لبيع
Waa,واا
btneda,بتنادا
artchtat,ارتشتات
sl9aysa,السقايسة
awwww,اوووو
Had,هاد
lakhra,لخرا
krahto,كرهتو
Daak,داك
9lawiii,قلاويي
ghaa,غا
msdoom,مسدوم
Li,لي
pat,بات
bloke,بلوكي
deja,ديجا
Hala,هالا
Madrid,مدريد
akha,اخوا
ba3la,باقلة
Ma3rft,ماعرفت
3lach,علاش
lmchmam,لمشمام
makay3rfch,ماكيعرفش
ihdr,يهدر
iwa,إوا
nta,نتا
katl3o,كتلو
Halla,هالا
madrid,مدريد
aba3la,أبااقلة
3laaa,علا
slamaa,سلام
akhouyaa,أخويا
3la,علا
slama,سلام
khoya,خويا
simo,سيمو
3Laa,علا
SLamTak,سلامتك
KhOuYa,خويا
Laah,الله
IJ3Lha,يجعلها
MaGhFiiraT,مغفرة
DonoB,الذنوب
Oui,وي
homa,هوما
rah,راه
f,ف
7a9i9a,حقيقة
hakak,هكاك
bla,بلا
videowat,فيديوهات
t9awdt,تقودت
eliiik,ليك
a,أ
picho,پيشو
bditi,بديتي
kadir,كدير
pub,پوب
Ana,أنا
tani,تاني
wahd,واحد
knchof,كنشوف
rels,ريلس
Ana,أنا
awl,أول
wahd,واحد
knchof,كنشوف
rels,ريلس
W9,و
7aaaamdin,قحامدين
Cameraman,كاميرامان
had,هاد
1,واحد
job,جووب
A77,أحح
3lik,عليك
aghizlan,أغزلان
Awdi,أودي
ha,ها
3lach,علاش
l9raya,القراية
zinaa,زينة
Chakour,شكور
dik,ديك
l3ayba,العيبة
ra,را
charjit,شرجات
z3ma,زعما
Hhhh,ههه
lma3joun,لمعجون
Razzy,رازي
Izi,إزي
nhar,نهار
sbt,سبت
m3a,مع
7,ح
shabo,شابو
atkon,اتكون
zahya,زاهية
Zwiin,زوين
fchkel,فشكل
ly3mrhaa,لي عمرها
daar,دار
kol,كل
lfl9a,الفلقة
ana,أنا
brasi,براسي
fhmt,فهمت
4lat,أربعة لات
Sir,سير
3aya9to,عياطو
wahad,واحد
rabi,ربي
ghdab,غداب
3lih,عليه
ntoma,نتوما
3atiyin,عاطين
lih,ليه
9ima,قيمة
hadro,هضرو
chihaja,شي حاجة
fih,فيها
manfa3a,منفعة
Hadak,هاداك
rah,راه
dhaz,داز
kamal,كامل
makmoul,مكمول
machi,ماشي
kadou,كادو
atajalo9t,أتاجلّوت
Chef,شيف
restaurant,رستوران
howa,هو
cuisine,كوزين
ok,أوك
3adi,عادي
ykhroj,يخرج
yahdar,يهضر
m3a,مع
les,ليز
clients,كليان
Fhamti,فهمتي
al,ال
fahim,فاهم
Nta,نتا
nadi,ناضي
wdak,ودك
likadiir,ليكدير
hsab,حساب
douk,دوك
naana,نانا
zwin,زوين
hadou,هادو
ri,ري
bghiti,بغيتي
dir,دير
lihm,عليهم
lvid,هاد الفيديو
5awartiha,خمسة وعشرين اوارتيها
ma3tawkx,معطاكش
Dak,داك
lbido,لبيدو
3lach,علاش
rmitihom,رميتيهوم
fchari3,ف شاريع
ya3ni,يعني
mamrabich,ما ربيتش
finahoma,فين هوما
wdnik,ودنيك
a,أ
b3alla,باعلة
Dak,داك
la9ta,لاقطة
ma,ما
darhax,درهش
f,ف
dak,داك
lbit,البيت
kant,كانت
bit,بيت
akhor,أخر
video,فيديو
m9ad,مقاد
Tbark,تبارك
lah,الله
3likom,عليكم
Kch,كش
kch,كش
jm3,جمع
9lawik,قلاويك
azbi,أزبي
7wakom,حواكوم
kamlin,كاملين
a7san,أحسن
rapour,رابور
sabiri,صابري
ila,إلا
baghi,بغي
treacti,ترياكتي
khdm,خدم
bohdk,بوحدك
ilaknto,إلا كنتو
2,اثنين
DNAs,دي أن أ
tayktr,تايكتر
fikom,فيكوم
sda3,سدعة
fhmni,فهميني
asahbi,أصحابي
Yasser,ياسر
Vox,فوكس
sir,سير
f7alatk,فحالك
Raja,رجاء
mktasnch,مكتسبش
likber,ليكبر
biha,بها
3erf,عرف
ach,آش
ktgol,كتگول
abhejawit,أبهجاويت
zabe,زابة
Broker,بروكير
ki,كي
rbhti,ربحتي
khserti,خسرتي
kidi,كيدي
comission,كوميسيون
dyalo,ديالو
r,ر
maa3roufa,ماعروفا
hadi,هادي
mwer9a,مروقة
Mhadrtich,ما هدرتش
lina,لينا
akhay,أخاي
3la,على
amin,أمين
rivar,ريفار
o,و
zaiyd,زاييد
Had,هاد
hiya,هي
li,اللي
jdddui,جدودي
Wach,واش
kidirou,كيديرو
f,في
nhar,نهار
Oula,ولا
kifach,كيفاش
Ra,را
kan7el,كانحل
facebook,فيسبوك
katla3li,كاتطلعلي
jdida,جديد
Hdro,هضرو
dkhlo,دخلو
odaro,دارو
ilfr9,الفروق
ojabo,وجابو
rbh,ربح
Ma,ما
perché,پاشرلي
nella,نتا
mli,ملي
knehder,كنهضر
gli,في
ultimi,السنوات
anni,الأخيرة
allegri,أليغري
aflad,أولاد
dlkhra,لخرا
chno,شنو
lmostawa,المستوى
Hhh,ههه
fin,فين
hna,هنا
lbad,البلاد
3dna,عندنا
Wah,واه
kia,كيا
bt,بت
h,ه
mry,مري
allah,الله
ny,يعطينا
jannat,جنة
ma,ما
raka,راك
hoga,هوجا
ham,الهم
sb,سبكو
ko,نصيب
kry,كيري
M3a,معا
balamo,بالامو
hasanat,حسنات
rahom,راهوم
yatlamo,يتلامو
fin,فين
had,هاد
lblasa,البلاصة
Ktret,كثرت
l3ya9a,العياطة
li,اللي
bdit,بديت
kanchof,كنشوف
O9sim,أقسم
blah,بلاه
ila,إلا
gha,غير
tkhrbi9,تكربّع
o,و
lfitna,الفِتنة
safi,صافي
khouya,خويا
syid,السيد
mkyfhmch,ما كفهمش
chlha,شلحة
mghdich,ماغاديش
itfrd,تفرض
3lih,عليه
ifhmha,فهمها
bzez,بسرعة
kaynin,كاينين
nass,ناس
cheloh,شلوه
f,في
casa,كاسا
fmghrib,المغرب
kamlo,كاملو
aamrhum,أمرهم
chi,شي
wahd,واحد
3amlhum,عملهم
b,ب
3onsorya,ظلم
haja,حاجة
khora,خورا
dri,دري
mghribi,مغربي
machi,ما
khaso,خاص
ikon,يكون
kaydwi,كيدوي
gh,غير
français,فرنسا
Hhhhhh,هههههه
t9der,تقدر
be3da,بعدا
heta,حتى
thder,تهدر
me3a,مع
shab,شاب
txiat,تكسيات
khoya,خويا
rani,راني
3yit,عيت
ma,ما
ngolik,نقولك
dwi,دوي
lina,لينا
3la,على
extraction,الاستخراج
Yak,ياك
almerdi,المردي
Nfs,نفس
3a9liya,العقلية
ndi,عندي
wa3ndk,وعندك
akhoYa,أخويا
L9itiha,لقيتها
wajda,واجدة
ahnini,أهنيني
A5i,أشي
dwi,دوي
m3aya,معايا
f,ف
5as,خمسة
Fin,فين
kan,كان
a5oya,أخويا
b4ayt,بأربعة
anji,أنجي
anakol,ناكل
3andkom,عندكوم
Wawark,واورك
a3li,أعلي
machina,ماشي
fiha,فيها
yawldik,ولاديك
Mabin,ما بين
l3yen,العيون
uabejder,و أبهدر
yak,ياك
akhi,أخي
Tbarklah,تبارك الله
3lik,عليك
akhti,أختي
Wakha,واخا
malabs,مالابس
baina,باينة
Ntoma,نتمى
rah,راه
salina,سالينا
m3akom,معاكم
hhhhh,ههههه
mnimta,منيمتا
2vs50,اثنان وخمسون
m9owdiiin,مقوديين
3likom,عليكم
Namra,نامرا
3afak,عفاك
Wana,وانا
it3omn,اتعمن
lou9tad,الوقتد
akouray,أكوراي
atikhsan,اتخسان
yarbi,ياربي
salama,سلامة
awdi,أودي
hada,هادا
kay4sl,كايصل
3lina,علينا
ljanaba,لجانبا
dyalo,ديالو
wald,ولد
l3abd,لعبد
otab3ino,وتابعينو
flhma9,فلهمة
Nari,ناري
maymknch,مايمكنش
mdhkch,مدكش
lah,الله
ychafik,يشافيك
db,دبا
kyhsblih,كيهسبلي
mskin,مسكين
kydir,كيدير
chi,شي
hja,حاجة
li,لي
m3mr,معمر
hd,حد
9dr,هاد
ydirha,يديرها
dkchi,دكشي
elax,إلا
ky3tbr,يعتبر
raso,راسه
btal,بطل
hhh,ههه
3omro,عمرو
fchal,فچال
bax,باخ
ydahkni,يدهكني
had,هاد
batal,بطل
dyal,ديال
dnya,دنيا
aham,أهم
haja,حاجة
3ando,عندو
Hiya,هيا
nadafa,نضافة
Fin,فين
l,البلاصة
blassa,بلاصة
Antoma,انتوما
Aslan,اصلا
ktkhdmo,كتشدو
ghir,غير
am3a,امعا
driat,دريات
f,ف
indrive,إندرايف
tolito,توليتو
kt3mlo,كتعملو
b7lhom,ب7لهم
dirin,درين
na9aba,نقابة
bintkom,بنتوكم
z3ma,زعما
antoma,انتوما
rah,راه
b39lkom,بعقلكم
mi,مي
frchkom,فرشكوم
khona,خونا
Rah,راه
man3om,منعوم
3adad,عدد
b7al,ب7ال
no3,نوع
msakan,مسكان
akhoya,اخويا
yastatna,يستتنا
w,و
yastar,يستار
bniyatna,بنياتنا
ya,يا
rabi,ربي
matab9ach,ماتبقاش
ti9,تيق
a,أ
khoya,خويا
bazaf,بزاف
lwa9t,لوقت
khyabat,خيبات
ysahal,يسهل
3lik,عليك
ali,علي
dri,دري
dik,ديك
Amal,أمال
koulchi,كلشي
druj,دروج
lagzare,الغزالة
Lah,الله
ifrajha,افرجها
3lih,عليه
akhoya,اخويا
simo,سيمو
itle9,اتليع
sraho,سراحو
khouya,خويا
Salm,سلم
lina,لينا
3la,على
MeHdi,مهدي
3chir,عاشر
39lti,أقلتي
3liya,عليا
traksyon,تراكسيون
silon,سيلون
Nta,نتا
mazal,مازال
mtbanalik,متبانليك
kot,كوت
Naaaah,نااااه
Kan,كان
kena,كينة
tangkap,تڭتاب
Kan,كان
khasik,خاصك
dirha,درها
meiaya,معايا
jalok,جالوڭ
olah,أولاه
tji,تجي
maeah,معايا
Gal,ڭال
9bl,قبل
100,مية
alf,ألف
ans,سنة
/yamat/,/يامات/
kant,كانت
Ta,تا
fin,فين
3mro,عمرو
kan,كان
chi,شي
jmhor,جمهور
dchyra,دشيرا
lmkhiyer,لمخير
fihom,فيهم
m3ana,معنا
ha,ها
7nnnnna,حننا
nchoFo,نشوفو
Rah,راه
baha,باها
achrifa,أشريفا
wkha,وخا
dru,دارو
Li,لي
drti,درتي
Khouya,خويا
sawb,صووب
nmra,نمرا
mzyn,مزين
hit,حيت
ra,راه
m9loba,مقلوبة
ymkn,يمكن
Achraf,أشرف
tbarklah,تبارك
3lik,عليك
ya,يا
batal,بطل
meknes,مكناس
Kola,كولا
tl3a,طالع
kihdro,كيفدرو
blogha,بلغة
Yarbi,ياربي
tmoto,تموت
f,في
tomobil,طوموبيل
Kohya,كوهيا
whd,واحد
lvidioat,الفيديوهات
dilk,ديالك
htal,حتال
zok,زوك
lilal,للال
kolchi,كلشي
neass,الناس
ntf9as,نتفاس
db,دبا
Wkisf9o,وكيسفو
nari,ناري
Jamal,جمال
BA,BA
kayn,كاين
chi,شي
wahd,واحد
kidir,كيدير
oplet,أوپليت
nadi,ناضي
hna,هنا
Izd,ازد
lkhmis,الخميس
n,ن
aut,اوت
3mira,ثلاثة ميرة
ayna,أينا
ahtguawrm,أهتغواورم
Zwin,زوين
lah,الله
i3tik,يعطيك
sha,شع
Nta,نتا
lhs,لحس
lgaba,لڭابا
hhhhh,هههه
t5yl,تخيل
tdrb,تدرّب
rask,راسك
bsbab,بسبب
7toun,حتّون
hhhhhhhhhhhh,هههههههه
Koun,كون
gheer,غير
3tazel,اعتزل
Malk,مالك
9asm,قاسَم
lvideo,لڤيديو
wrina,ورينا
chlo7,شلوح
herbanin,هرّبانين
Kheya,خيا
aboor,أبور
nta,نتا
myasar,ميسار
emardi,اماردي
walidik,والديك
ekadkhel,أكدخل
l9alb,لقلب
wakha,واخا
makan3rfkch,ماكنعرفكش
ma9bol,مقبول
wld,ولد
lahlal,لاحلال
bayn,باين
lah,الله
izidak,يزيدك
khir,خير
3la,على
tastahal,تستاهل
rabi,ربي
m3ak,معاك
didikas,ديديكاس
lamdina,لمدينة
la9dima,القديمة
Marhba,مرحبا
bik,بيك
3andna,عندنا
f,ف
tanja,طنجة
baa,أ باا
5ouya,خويا
mahdi,مهدي
dik,ديك
nsaba,نسابة
mknhmlhach,ماكنهملاش
hchoma,حشومة
3liha,عليها
pitcho,بيتشو
mabrax,مبرّخ
ijm3,إجمع
karo,كارو
Bsaha,بصحة
ou,و
Raha,راحة
m3a,مع
lkhawa,خوة
dima,ديما
skhawa,سخاوة
Khaskom,خاصكوم
tjiw,تجيوا
l3andi,لعندي
l,لل
riyahin,الرياحين
taklo,تاكلو
lkhbiza,الخبيزة
dyal,ديال
lgalgola,الكالڭولة
bsah,بصاح
tchof,وتشوف
l,لإدمان
idman,إدمان
KhadeJa,خادجة
SF,SF
ti,تي
hada,هادا
emta,امتا
kykon,يكون؟
Hamada,حمادة
Bn,بن
lah,الله
ybark,يبارك
Wld,ولد
7midti,حميدتي
Ana,أنا
waik,وايك
ila,إلا
mchina,مشینا
labhr,لبر
Houssine,الحسين
Diwan,ديوان
Khoya,خويا
9alab,قلب
3la,على
khadma,خدامة
i7fdak,يحفظك
ta,تا
tnaf5tu,تنفست
man,من
wjhak,وجهك
dir,در
vid,فيديو
niyti,نيتي
Kayna,كاينا
fir9a,فرقة
likhsar,ليكسار
ikhales,إخلاص
Marhba,مرحبا
tlaa3bo,تلاعبو
dadna,دادنا
Awdi,أودي
khasak,خاصك
chi,شي
haja,حاجة
nta,نتا
kain,كاين
Lahoma,لاهمة
barik,بارك
klito,كليتو
3andkom,عندكوم
Dakchi,داكشي
bnin,بنين
tbarkelah,تبارك الله
yan,يان
rab3a,رابعة
lbgri,لبغري
sstmanar,سستمنار
La,لا
maxi,ماكسي
hamd,الحمد
mis,مس
ana,أنا
baghi,باغي
n3rf,نعرف
hadok,هادوك
lax,لاخ
jaw,جاو
kijriw,كيجريو
l9dam,لقدام
lkamira,لكاميرا
Hhh,هعه
lafan,لافان
awda,أودا
hadak,هاداك
zba9,زباغ
alhba9,الحباغ
batnod,باتنود
Hhhh,هعه
awdi,أودي
layhdikom,ليهديكوم
hanawa,هناوا
ly3mr,ليعمر
hadar,هدار
anga,أنڭا
Nta,نتا
khssk,خصك
chi,شي
hwya,هوا
rbaniaa,رباعية
L3az,لْعَاز
rap,راب
Hhh,ههه
kaynin,كاينين
adbooo3,أدبو
a,أ
Bla,بلا
hsad,حسد
dari,داري
3ndo,عندو
migoal,ميڭال
liskhar,لسكار
3amin,أمين
ghir,غير
hadra,هدرة
Kon,كون
darto,درتو
gfir,غير
lhal9a,لحلقة
dabro,دابرو
mzn,مزن
Chamkara,شامكارا
kamlin,كاملين
siro,سيرو
khadmo,خدّمو
3la,على
rassekom,راسكوم
khrajto,خرجتو
chabab,شباب
B9a,بقا
fiya,فيا
dak,داك
saloun,سالون
Sarah,سارة
mol,مول
l3id,لعيد
milad,ميلاد
aydawaz,أيدواز
akfas,أكفاس
sa3a,ساعة
fhyato,في حياتو
m3a,مع
molat,مولات
B9at,بقات
mamah,ماماه
mskina,مسكينة
kifch,كيفاش
atb9a,أتبقا
liha,ليها
Dar,دار
ms,مس
bsahtkom,بصحتكوم
ahsen,أحسن
2,إثنين
dnas,دناس
mcharfen,مْشارفين
souira,سويرة
machi,ماشي
keba9i,كباقي
lhrgawa,لحرڭاوا
O,أو
wagaf,وقاف
f,ف
túnel,تونيل
cat,كات
sawar,ساور
3adi,عادي
fhala,فهلا
mchi,ماشي
tirk,تريك
di,دي
o,أو
tjib,تجب
B,ب
rojola,رجولة
hadi,هادي
bssala,سلا
tbarhiche,تبارحيش
M3arad,مْعارض
rasak,راسك
lkhatar,للخطر
m3arad,مْعارض
nass,ناس
li,لي
saykine,سايكنين
Ache,آش
had,هاد
lkalakh,الكلاخ
b9it,بقيت
kntfrj,كنتفرج
lvidyo,الفيديو
ana,أنا
sayg,سايغ
wna,ونا
njib,نجيب
rbha,ربحة
thrdt,تْحرّدت
hhh,ههه
Ahsan,أحسن
modil,موديل
s1000rr,ألف ومية
bnsba,بنسبة
wax,واخ
ba9a,باقي
katkhraj,كاتخرج
jdida,جديدة
Tabrk,تبارك
lah,الله
3lik,عليك
khoya,خويا
med,ميد
twa7xna,تواخسنا
dok,دوك
viddyowat,فيديوات
dyal,ديال
dak,داك
mirikani,ميريكاني
kaykhod,كايخود
lmatr,لماتر
mn,من
sizi,سيزي
Chi,شي
motor,موتور
bhala,بحالا
hada,هادا
hayat,حياة
sa3ida,سعيدة
Mt07,إم تي صفر سبعة
l7yat,لحياة
Wach,واش
ntoma,نتوما
dima,ديما
hkak,هكاك
hchamtona,حشامتونا
m3a,مع
jiran,جيران
hhhh,ههه
Khoya,خويا
baykar,بايكار
dwi,دوي
3la,على
c50,خمسين
lahafdk,لاهافدك
Kolxi,كلشي
lhaz9a,لحزقة
Dissi,ديسي
rojola,رجولة
wlh,والله
drayf,درايف
ana,أنا
konte,كنت
khedam,خدام
fi,في
wahd,واحد
restaurant,رستوران
ja,جا
daryf,دريف
wald,ولد
nase,ناس
t3amal,تعمال
wakha,واخا
ma,ما
braytch,برايتش
walo,والو
Half,نصف
hta,حتا
tkhod,تْخود
kabare,كبار
biya,بيّا
3jabni,عجّبني
hale,حاله
daba,دابا
paris,باريس
hmd,الحمد
lilah,لله
mohime,موهيمة
lah,الله
ishal,يشال
ayi,أي
wahad,واحد
Tbarklah,تبارك
3likum,عليكم
chabiba,شبيبة
7araa,حرة
reportage,ريپورتاج
de,د
qualité,كواليتي
Mamtafa9ch,ما متفقش
m3ak,معاك
no9ta,نقطة
dyal,ديال
a7ssan,أحسن
achrar,أشرار
dragon ball,دراغون بول
bi,بالنسبة
ni,ليا
kan,كان
3lik,عليك
t7aat,تحط
black,بلاك
guko,ڭوكو
blast,بلاست
kid,كيد
bu,بو
prk,برك
3ando,عندو
falssafa,فالسافا
anaho,أنه
baghi,باغي
y9dii,يقدي
3la,على
lbachariiya,البشرية
mashi,ماشي
ma3andooch,ما عندوش
wa3y,وعي
gha,غا
howa,هو
yadamar,يدمر
7aja,حاجة
chafha,شافها
Mhm,مهم
hadi,هادي
WTF,واش
3la,علا
hook,هوك
Dar,دار
l,ل
pub,پوب
domaine,دومين
gha,غير
mn,من
had,هاد
video,فيديو
hhhh,hhhh
Amal,أمال
Ng,نتي
hhhhh,ههههه
welah,والله
Walkn,باغي
tirant,نمشي
ba9i,باقي
bhal,بحال
lgs3a,القفطان
La présentation,لا بريزنتاسيون
ta3,ديال
fermin lopéz,فيرمين لوبيز
m3a,مع
lbarsa,لبارصا
majawbhash,مجاوبهاش
b9a,بقا
mtale3,مطلع
l9eftan,القفطان
lfo9,لفوق
chwi,شوي
bchwi,بشوي
mkhelto,مخلطو
tlmas,تلماس
her,هر
7ta,حتى
katjiha,كتجيها
de7ka,ضحكة
beltelfa,بالتلفة
l7echma,الحشمة
w,وضحل
de7k,ضحك
koulchi,كلشي
tkhelet,تخلط
3liha,عليها
khchat,خشات
sbe3ha,صبعها
fi,في
femha,فمها
w,وعضاتو
3edato,عضاتو
kat7ess,كتحس
b,بهر
tbouricha,تبورش
katghamed,كتغمض
3iniha,عينيها
l7mel,الحمل
tnefekh,تنفخ
liha,ليها
lwjeh,الوجه
l7nak,الحناك
ghir,غير
katd7ek,كتضحك
kitghamdo,كيتغمضو
l3inin,العينين
w,والمنخر
lmnakher,المنخر
zad,زاد
wellat,ولات
katban,كتبان
cute,كيوت
f,ف
chiiiii,شييييي
chkel,شكل
hadchi,هادشي
hwa,هو
la7do,لاحضو
w,وزادت
7em9aaato,حمقااااتو
lahfto,لهفتو
ila,الى
janib,جانب
liha,ليها
li,والي
m9erebch,مقربش
melli,ملي
w,و
w9e3,وقع
lmochkil,المشكيل
dyal,ديال
l7mel,الحمل
Fouad,فؤاد
tle3,طلع
l9eftan,القفطان
7ta,حتى
7iyedo,حيدو
b9at,بقات
ghir,غير
b,ب
demi,ضوني
deux,دوبييس
kerchha,كرشها
m9enbla,مقبلة
9edamo,قدامو
jato,جاتو
f,ف
chkel,شكل
kan,كان
tale3,طالع
fo9,فوق
mennha,منها
mferre9,مفرق
rejlih,رجليه
serwal,سروال
li,الي
7el,حل
lih,ليه
sensla,سنسلة
sedfa,صدفة
l,ل
m3allem,المعلم
bayen,باين
3la,على
sti3dad,استعداد
7et,حط
sba3o,صباعو
le7yto,لحيتو
kay7ek,كيحك
fiha,فيها
7adi,حاضي
jismha,جسمها
tghayer,تغير
b,بالحمل
wakha,وخا
bel9a,بلقة
lakin,لكن
lounha,لونها
tbeddel,تبدل
m3a,مع
lklef,الكلف
hadou,هذو
houma,هما
taghyirat,تغييرات
kaywe93o,كيوقعو
7bes,حبس
l7araka,الحركة
w,و
3ed,عض
chfayfo,شفايفو
b,بانجذاب
injidab,انجذاب
liha,ليها
bidoun,بدون
maytkellem,ميتكلم
Yamna,يامنة
herha,هرها
bin,بين
sderha,صدرها
w,وهي
hiya,وهي
thez,تهز
idiha,ايديها
7ethatoum,حطاتهم
3la,على
che3ro,شعرو
khchat,خشات
sba3ha,صباعها
fih,فيه
cheddato,شداتو
f,فراسو
raso,فراسو
kad7ek,كضحك
Fouaaad,فؤاااااااد
Fouad,فؤاد
dafen,دااافن
raso,راسو
temma,تما
mostamti3,مستمتع
baghi,باغي
ydouz,يدوز
koul,كل
inch,انش
jismha,جسمها
katherrniiii,كتهرنيييي
mjawebhash,مجاوبهاش
hez,هز
chaf,شاف
fiha,فيها
tle3,طلع
7et,حط
jebhto,جبهتو
jebhtha,جبهتها
kay7arek,كيحرك
f,فراس
m3a,مع
rasha,راسها
kayemchiw,كيمشيو
w,ويجيو
yjiw,ويجيو
bzouj,بزوج
da3eb,داعب
nifo,نيفو
nifha,نيفها
khtef,خطف
9obla,قبلة
3la,عالسريع
men,من
chfayfha,شفايفها
li,الي
kano,كانو
kayter3do,يترعدو
Fouad,فؤاد
chnoooo,شنوووو
malek,مالك
Yamna,يامنة
7ellet,حلت
fih,فيه
3iniha,عينيها
jaw,وجاو
mobachara,مباشرة
3inih,عينيه
malich,ماليش
7et,حط
sbe3o,صبعو
3la,على
femha,فمها
kaytelle3,كيطلع
yhbet,ويهبط
liha,ليها
f,فشفايفها
chnifatek,شنيفاتك
l7elwin,الحلوييين
mankhalihoumch,منخليهمش
blach,بلاش
a,اغزالي
ghzali,اغزالي
btasmet,ابتاسمت
lih,ليه
houma,وهما
mazalin,مزالين
nefs,نفس
lwad3iya,الوضعيه
nebdaw,نبداو
bihoum,بيهم
houma,هما
lewlin,لولين
7adret,حدرت
mobtasima,مبتاسمة
jam3a,جامعة
chfayfha,شفايفها
hmhhhhh,همههههه
nebda,نبدا
b,بشفايفك
chfayfek,شفايفك
wla,ولا
tebday,تبداي
nti,نتي
Yamna,يامنة
Fouad,فؤااااد
Fouad,فؤاد
Souhayb,صهيب
Sara,سارة
walini,وليني
tigoul,تيقول
lya,ليا
wa7ed,واحد
ras,راس
nemchiw,نمشيو
l,ل
Dakhla,داخلة
wla,ولا
Hoceima,الحسيمة
Souhayb,صهيب
w,و
7na,حنا
ach,اش
bghina,بغينا
lmout,الموت
gha,غالموت
a,اعشيري
3chiri,عشيري
ndoro,نضورو
finma,فينما
3yina,عيينا
n7ebso,نحبسو
nerta7o,تنرتاحو
nchoufo,ونشوفو
lblayes,البلايص
bghit,بغيت
n3es,نعس
a,احبي
7oubbi,حبي
bghiiit,بغييييت
habet,هابط
lt7et,لتحت
jarda,جردة
m3a,مع
Ilyas,الياس
hebbet,هبط
ftri9o,فطريقو
l9a,لقا
li,الي
kan,كان
sab9o,سابقو
tahou,تاهو
beddel,بدل
kharjo,وخرجو
gleso,جلسو
f,ف
chaf,شاف
f,فساعتو
sa3to,ساعتو
mal,مال
l9***,لق***
majach,مجاش
Youssef,يوسف
rah,راه
mderna,مدرنا
lik,ليك
walo,والو
nsay,نساي
ghlet,غلطت
makanch,مكانش
3liya,علية
ndir,ندير
hakkak,هكاك
ghadi,غاذي
nsel7ouh,نصلحوه
nekhtbouk,ونخطبوك
simana,سيمانة
jaya,جايا
a,ايسرا
Youssra,يوسرى
baraka,براكة
ketterti,كترتي
Souhayb,صهيب
khrej,خرج
3inih,عينيه
w,و
ki3ref,يعرف
Youssra,يسرى
3arefha,عارفها
bent,بنت
darhoum,دارهم
mcha,مشا
lih,ليه
chene9,شنق
3lih,عليه
ta,تا
la7,لاح
Youssef,يوسف
tilifoun,تيليفون
belkhel3a,بالخلعة
ma3refo,معرفو
mnin,منين
b3et,بعث
l7maaaar,الحماااار
ach,اش
dert,درتي
l,لبنت
aaaa,اااا
ach,اااش
liha,ليها
aaaach,اااااش
tatkherbe9,تتخربق
malek,مالك
a,از****
yen3el,ينعل
bou,بو
7ayat,حياة
mmek,مك
l9***,لق***
li,الي
9alha,قالها
lik,ليك
r3wani,الرعواااني
9lil,قليل
3effa,العفة
tfoo,تفوووو
3la,على
tlaaa9,طلاااق
menni,منني
sdemtiiini,صدمتييييني
fik,فيك
ma3ndich,معنديش
khout,خوت
y,يديرو
hadchi,لهادشي
khooook,خوووووك
hhhhhh,هههههه
khoook,خوووك
3lah,علاه
nta,نتا
khoya,خويا
rah,راه
ghiiiir,غييييير
weld,ولد
mrabyana,مربيانا
tkhchiti,تخشيتي
m3ana,معانا
mashi,مخويا
mat9reb,متقرب
liya,ليا
Fouad,فؤاد
nad,ناض
3la,على
we9fto,وقفتو
bjehd,بجهد
dar,ضار
t9abel,تقابل
m3aha,معاها
3inih,عينيه
7emriiiiiin,حمرييييييين
Yamna,يامنة
femha,فمها
bda,بدا
kayter3ed,يترعد
m,ممن
ma9elt,مقلت
w,وو
walo,والو
kayehder,كيهضر
ykhbet,يخبط
hiya,وهي
kat9fez,كتقفز
kaaaaaaa,كاااااااااا
t9aaaarni,تقاااارني
rasek,راسك
biyaaaa,بيااااا
waaaaa,واااا
ghir,غير
9elt,قلت
makayn,مكاين
waaaalo,وااالو
ahy,اهى
madrebniyeech,مضربنيييييش
kan,كان
mcharben,مشربن
7ejbanou,حجبانو
rasmin,راسمين
tlata,ثلاثة
d,الخطوطة
lkhotouta,الخطوطة
binhoum,بينهم
hadi,هادي
hiya,هي
denya,دنيا
youm,يوم
lik,ليك
youm,ويوم
3lik,عليك
Youssef,يوسف
ched,شد
raso,راسو
ma7essch,محسش
b,بدمعة
dem3a,دمعة
imta,امتا
ne9zat,نقزت
lih,ليه
hebta,وهبطات
namoooot,نمووووت
hada,هذا
hwa,هو
l7el,الحل
Ilyas,الياس
Youssef,يوسف
nadra,بنضرة
chkel,فشكل
7choooma,حشوووومة
Souhayb,صهيب
ana,انا
khouk,خوك
7ellit,حليت
3ini,عيني
rasi,راسي
westkoum,وسطكم
m3akoum,معاكم
mred3ah,مرضعاه
m3aya,معايا
sharekna,شاركنا
7lib,الحليب
Eylaf,ايلاف
